id,status,receptor_1,receptor_10,receptor_2,receptor_3,receptor_4,receptor_5,receptor_6,receptor_7,receptor_8,receptor_9,xtal
ZINC10623420,0,-5.8036472133,-5.3113305531,-6.0260665721,-5.9827859224,-6.5993670392,-7.9287546834,-5.1468524618,-7.3527443624,-6.0375876145,-6.9986272657,-4.6282836777
ZINC06329476,0,-5.7998257552,-6.0026208533,-5.8149279193,10000,-3.9718499251,10000,-3.2292656299,-6.1091196869,-6.2387303143,-5.4469443571,10000
ZINC02795514,0,-5.799781605,-6.4518704214,-5.6144154591,-5.594655812,-5.9234179821,-5.7514203771,-5.1408321174,-4.4556505963,-6.2446182741,-7.7990306379,-4.2289384166
ZINC01403893,0,-5.7994085335,-5.4079430783,-5.655233657,-6.2436834225,-6.3431898444,-6.2769161157,-5.5119099587,-6.3992980013,-5.8109552439,-5.7914828225,-5.9697804959
ZINC40924261,0,-5.7986806181,-7.4505094876,-4.7976100958,10000,10000,-5.7827545305,-5.3698053291,10000,-4.1192369581,-6.8625905566,10000
ZINC01377304,0,-5.7970101381,10000,10000,10000,10000,10000,10000,10000,-7.1785755113,10000,10000
ZINC40456655,0,-5.7967415247,-5.4298831623,-6.2233472505,-5.9459149985,-5.4838957268,-5.9802196534,-5.4352333404,-5.6059698373,-5.6745190739,-5.95567438,-5.3964622239
ZINC57247627,0,-5.7965445959,-5.4845353221,-5.8790868084,-5.5864937982,-7.4981491238,-9.1760054363,-5.2662550479,-7.6546411038,-7.0116192614,-5.165020833,-5.3871628525
ZINC16931018,0,-5.7957459418,-6.1489046254,-5.8362783494,-6.3936483865,-6.2878674906,-6.5045964728,-5.5028698372,-6.1670640894,-6.3286487752,-5.8462185103,-6.2867783814
ZINC13667546,0,-5.7949096173,-5.5993846941,-5.3339288812,-5.5497138508,-6.3769586996,-7.7113326271,-5.3468092714,-7.943511403,-5.1097207923,-5.6773784954,-5.1518149044
ZINC46718477,0,-5.7928490488,-5.8340692258,-5.6034223905,-8.0292851124,-6.7097370857,-4.9049751459,-5.8696769014,-7.8178565901,-5.7851146887,-5.8103493423,-5.271003026
ZINC62540412,0,-5.7918013496,-5.8851359582,-6.308182518,-6.6285809772,-6.0341726297,-6.612577316,-6.3967049468,-6.21852384,-6.2489856937,-6.3507653286,-5.9570836887
ZINC39504588,0,-5.7901774869,-6.7293320951,-6.6192420332,-7.0026815089,-6.8759088236,-7.1679841873,-5.7886366251,-5.8243791259,-6.5010669862,-6.5308485063,-6.3776756768
ZINC01179103,0,-5.7881392357,-5.3365923299,-5.0137271461,-6.447247872,-6.6073707035,-7.435708943,-6.1973989258,-7.1748739148,-6.2702047492,-6.9046355312,10000
ZINC10642435,0,-5.7881269652,-6.8147477169,-5.2838452699,10000,-6.3671290132,10000,-4.9734859566,10000,-4.8330611495,10000,10000
ZINC49490191,0,-5.7874998678,-5.7357499185,-6.6081826019,-5.768500826,-6.0915443215,-7.5062691101,-5.3007651103,-6.596415974,-6.2291732935,-6.1627366641,-5.826392648
ZINC03167091,0,-5.7874723997,-7.6726016716,-7.2983309179,-4.4661908655,-6.6468949094,-5.017447251,-6.7306063516,-3.1857692874,-5.7862257479,-4.9799995173,-4.6798438796
ZINC39505750,0,-5.7867222477,-6.0381716235,-5.9289275234,-5.8601689594,-5.5179562875,-6.1943494831,-5.7122155452,-5.9876738295,-6.0591252516,-5.7335501116,-6.126686934
ZINC15512358,0,-5.7860965777,-6.8675748511,-6.1693954023,10000,10000,10000,-6.2623841481,10000,-6.8940631648,-7.2283311678,10000
ZINC59476010,0,-5.7858570443,-5.5321577894,-6.8704431494,-5.7627383671,-7.279241639,-6.9646071279,-6.1922601736,-6.9688360369,-7.1338403592,-6.6072542085,-6.8369129977
ZINC44930741,0,-5.7848369315,-6.4014994466,-6.5869582725,-6.3365579252,-5.958917786,-6.7115027121,-6.1320593921,-5.9350803094,-5.8985144618,-6.3855643478,-6.1710445156
ZINC20557628,0,-5.7845422782,-6.735717621,-6.1892833887,-6.4818781086,-7.7278178581,-6.7509977458,-5.3584235217,-6.1358355256,-6.8932370896,-6.5191539555,-5.4743923162
ZINC12567347,0,-5.7842631409,-5.8339741563,-6.0790894554,-5.433580581,-5.8407705267,-6.8599844295,-5.3899585375,-6.9276913382,-7.0094317355,-6.3625781693,-5.4571563119
ZINC00272220,0,-5.7839991768,-6.0090438355,-6.8075592941,-6.0560960032,-7.1960201216,-7.3174307867,-5.4027069021,-7.1932671149,-6.1148070865,-7.0435788142,10000
ZINC10217497,0,-5.782193802,-6.0304267035,-6.5202018863,-6.6194215047,-7.9217060899,-7.1864394867,-6.755420111,-7.1508986261,-7.1201269562,-5.8697209589,-6.5568469042
ZINC42622033,0,-5.7820898811,-5.8333580153,-5.8970976038,-6.1452835268,-6.3448531439,-5.9331667101,-6.8815203555,-6.209526145,-6.2119813007,-5.2914072383,-5.2864046049
ZINC64320292,0,-5.7819988738,-7.0927310838,-6.8664844325,-8.0495751001,-7.0597696372,-7.3720178855,-7.5663698033,-6.86553312,-8.1584526125,-8.5601653551,-6.6476997422
ZINC02544728,0,-5.7818301532,-5.6274812184,-6.2962409138,10000,-6.2996562821,-7.5963134791,-5.8153374095,-7.2058698431,-6.8091468537,10000,-5.2828999879
ZINC04042688,0,-5.7791654292,-6.0173216541,-5.6738980948,-6.1512576812,-6.0356598461,-5.5149469481,-5.5908533476,-5.9273720049,-5.5727933276,-5.5414637586,-5.7120427605
ZINC50480151,0,-5.7787261265,-6.073651922,-6.6683980906,-6.8908670129,-6.7886880252,-7.2475581176,-6.2733171294,-6.6737321842,-6.5370408603,-6.6526879101,-6.5743069417
ZINC04967200,0,-5.7777774489,-6.5527648706,10000,10000,10000,10000,-4.841603929,10000,-6.337923062,10000,10000
ZINC00302414,0,-5.7769056228,-6.1279507111,-5.9368226169,-6.6538756462,-6.1602595003,-6.2289524845,-6.0018763576,-6.0483801604,-6.1005203213,-6.8909325513,-6.2202756682
ZINC41353877,0,-5.7753739157,-5.9193290377,-7.5287714683,-4.3522727575,10000,-6.1723437696,10000,-7.7365028322,-6.2492589928,-7.0715849018,10000
ZINC39296080,0,-5.7752577439,-5.9099603301,-5.9432846815,-5.9574608763,-5.52023435,-6.2141083582,-5.8358476621,-5.7895614688,-5.8632367957,-6.1513816405,-5.5551958328
ZINC10524725,0,-5.773556308,-7.4847474721,-7.6242731887,10000,-5.1621509567,10000,10000,-4.1815428309,-6.1253088999,-5.7301452168,10000
ZINC35222435,0,-5.7731813159,-5.2072216443,-5.972467007,-5.9378781161,-6.9532036015,-7.5132076731,-5.6616045537,-6.7038083962,-5.528083404,-5.5666921811,-4.7713862486
ZINC00623637,0,-5.771977011,-6.9134807878,-6.2122687162,-6.2097949516,-6.8084690535,-5.8413894273,-5.8232775051,10000,-7.2449104,-7.5205699912,-4.5722343037
ZINC15947826,0,-5.7717928216,10000,10000,10000,10000,10000,10000,10000,10000,-8.5169014143,10000
ZINC57807606,0,-5.7703227332,-6.486397324,-6.9701973835,-5.7485265116,-5.8089065476,-6.0573841452,-6.0362271433,-6.0854690277,-5.8038046349,-6.3464031819,-5.3311153023
ZINC06302770,0,-5.768721627,-6.208337496,-6.4471657324,-6.6154569839,-6.6678949184,-7.7301527963,-6.2787399831,-7.5273227949,-6.6467398043,-6.5024268275,-7.0980209519
ZINC56921404,0,-5.7664432732,-9.2321241961,-7.6252241632,10000,-4.2291682432,10000,10000,10000,-7.9110622125,-6.1597909834,10000
ZINC15020294,0,-5.7649761716,-5.4480019836,-5.5793660865,-5.5954270834,-5.7740924212,-5.9550393394,-5.2956727657,-5.639379995,-5.8993766505,-5.5921967285,-5.4886220291
ZINC41353854,0,-5.7648979113,-5.1710724372,-5.7147755465,10000,-6.2369291888,10000,-5.0347133623,-5.2427778193,10000,-6.6032769562,10000
ZINC02566023,0,-5.7648676845,-5.5599558049,-5.7393512798,-5.9280650199,-5.6604237251,-6.0877865614,-5.9521415004,-6.243312481,-5.9412734039,-5.7857698285,-5.8181158207
ZINC36639201,0,-5.7645583986,-6.5726495949,-5.6852662349,-5.6463066763,-5.9649804425,-7.4174949039,-5.1991914589,-6.7390355792,-6.0311740426,-6.2078395196,-5.5694220161
ZINC65084765,0,-5.7643382501,-8.3647293073,10000,-6.2261977547,-7.3509436171,-4.5250800302,10000,10000,-8.0230048166,-6.2425481667,10000
ZINC35294612,0,-5.7609201829,-5.2527425834,-6.1727782296,-5.9190099212,-6.7787932657,-6.4517049834,-5.3507365874,-5.974076266,-6.5247889732,-6.0980648777,-6.2192019733
ZINC18706897,0,-5.7604820343,-6.6371191709,-5.1061776243,-6.0526326157,-6.7665800234,-6.1992098568,-4.9265673035,-6.0712332562,-8.1694926152,-5.9787915718,-5.5390992424
ZINC00111434,0,-5.7600781038,-5.976897406,-6.1474788554,-6.0875048336,-6.3843608378,-6.5683621664,-5.4406846036,-6.5159549839,-6.1240282726,-6.0476461485,-5.8549199064
ZINC40885275,0,-5.7593444951,-6.4435502736,-5.9271395326,10000,-5.3174785964,-5.1472502987,-6.17750564,10000,-7.65182968,-5.852659793,10000
ZINC04592216,0,-5.7590357448,-6.7064850027,-7.6525702151,-7.1767402835,-7.4306004433,-8.4284201334,-4.7218033592,-8.8354888518,-7.9334050234,-6.7841260983,-8.0925954563
ZINC41055979,0,-5.7584813388,-5.4327968624,-6.3398148744,-4.8880129488,-7.2640351426,-6.7868836761,-5.4629755375,-6.6079063021,-5.5223829368,-6.5343572181,-2.9888747281
ZINC37205855,0,-5.7578591738,-6.0047929617,-6.2037829417,-6.3156405137,-6.1429749038,-6.5891398625,-5.8479681912,-6.6228733923,-5.6200887585,-6.585385789,-6.0205844599
ZINC48748760,0,-5.7576493824,-6.646449917,-6.5105897527,-7.9297439753,-6.8654286751,-8.3305398025,-7.5516058141,-7.771829257,-7.3310554989,-5.9998600545,-8.0913977952
ZINC50745922,0,-5.7574327021,-6.5254133617,-7.3973855588,-6.3517977559,-7.548145106,-6.5367852038,-4.6349680156,-5.6502572454,-6.1312997229,-6.4146668772,-6.1466042994
ZINC14986213,0,-5.7565977481,-6.0623916222,-6.7441752132,-6.5030818474,-6.7015013165,-6.6071323866,-6.0721694077,-6.3436532467,-6.24669396,-5.9850444733,-6.2404043186
ZINC00158821,0,-5.7544646414,-5.9773463591,-6.0973020389,-6.2252016109,-6.0878502205,-6.2727755778,-6.0112171685,-5.8013796011,-5.961956743,-6.4939120656,-6.2228008724
ZINC08775876,0,-5.7540538984,-6.5670132323,-6.1500355495,-7.0561885619,-6.7732901358,-7.3589821862,-6.3899583666,-7.1372972531,-6.7743820246,-6.1243564443,-6.5438607528
ZINC06947404,0,-5.7528095379,-7.0075243415,-5.6524421288,-5.6856970597,-7.1361091221,-8.3749692568,-5.3673250974,-7.5129970895,-6.4510697663,-6.3546622937,10000
ZINC29921763,0,-5.7516092861,-5.9220996153,-5.2396837364,-5.2743657699,-7.166456828,-5.845249513,-6.0740111287,-6.4939347788,-5.9822423078,-5.9175922783,-4.7647932609
ZINC39463306,0,-5.7512544688,-5.8483380296,-6.2308429292,-6.2269525902,-6.093899698,-6.3228056316,-6.1200490657,-6.0597111762,-6.1585393072,-6.0780012108,-6.0118538329
ZINC40084518,0,-5.7507923386,10000,-5.7517848407,10000,10000,10000,10000,10000,10000,10000,10000
ZINC39957454,0,-5.7493951529,-5.9270381586,-6.3322285282,-6.0856447049,-6.0054354839,-5.9938483968,-5.5431543486,-6.1110302622,-5.3577970184,-6.1924954314,-5.6725100626
ZINC33919259,0,-5.7482302126,-7.1476079876,-6.5057671745,10000,10000,10000,10000,10000,-8.375891556,-6.339999612,10000
ZINC58986795,0,-5.747423511,-7.1068605616,10000,10000,10000,10000,10000,10000,-6.4785163952,10000,10000
ZINC66413418,0,-5.7399738471,-6.9459800935,-6.0746754305,-5.6553443889,-6.5251512162,-6.8684164541,-5.4574845636,-6.6100085862,-5.9455692433,-6.7905196282,-3.9625351016
ZINC06982972,0,-5.7387183432,-6.2944697721,-8.4280639208,-7.5612467995,-6.1576333209,-8.3759520832,-6.1932821093,-7.9508881728,-5.6168797667,-7.5303508236,-7.4470970356
ZINC14083779,0,-5.7377453035,-8.9083715399,-6.7678953857,10000,10000,10000,10000,10000,-6.2699452718,10000,10000
ZINC16441413,0,-5.7371765486,-6.1162047995,-6.4501668791,-6.3711219481,-7.8184574018,-7.3563752403,-5.6749653509,-6.6523844468,-6.0158162388,-6.229545598,-6.4869094292
ZINC04587034,0,-5.7369584349,-8.2797727206,-7.542651597,10000,-6.231546455,10000,-5.5954531192,10000,-6.6367127404,-1.837955003,10000
ZINC48458469,0,-5.7369229115,-6.6177051154,-6.3493127238,-7.1263608876,-7.0390271952,-7.3520685938,-6.4096412786,-7.4391256662,-6.8217282461,-6.3911050464,-6.3061188338
ZINC16579930,0,-5.7352021676,-7.4077258557,-7.4971116382,-6.8186196236,-8.2606123861,-8.3297902528,-7.2235455977,-7.9202978162,-7.7941782682,-7.9410618439,-7.9069891763
ZINC14274029,0,-5.7345881291,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
ZINC21001632,0,-5.7343388655,-5.918253215,-6.100297012,-7.066491918,-5.5333069318,-7.1218656597,-4.9361297222,-6.9731096422,-6.8758672211,-6.9849766676,-5.324455364
ZINC16430019,0,-5.733541939,-5.4374452228,-5.6082946284,-5.455676936,-5.689254658,-6.1331516602,-4.7239828002,-6.4972252622,-5.4276396009,-4.7238890519,-5.2565558296
ZINC10526249,0,-5.7330029979,-7.1714233683,-7.2844993143,10000,10000,10000,10000,10000,-6.58062513,10000,10000
ZINC01143102,0,-5.7329779541,-6.0958955733,-6.5333383863,-6.4874308843,-6.8922828751,-7.6927475923,-6.2895061392,-7.5292368437,-7.0483702746,-6.7938192074,-6.5722697428
ZINC42229107,0,-5.7324051122,-5.8717529976,-6.0845791087,-6.1330282934,-6.2753459949,-5.9936708514,-5.3327044571,-7.3170025753,-5.9579373212,-6.9250071209,-5.6792344067
ZINC57764358,0,-5.7319292922,-7.4379696033,-5.4838082947,10000,10000,10000,10000,10000,-5.8992232249,-7.3573655473,10000
ZINC12781625,0,-5.7310944428,-6.2509958771,-6.1813653899,-6.0414990284,-7.1324164071,-6.6779263562,-5.6515942057,-7.0720308662,-6.0298807409,-6.4643869151,-5.0226618433
ZINC35369293,0,-5.7290722319,-6.3378944673,-6.5284838874,-6.1364670588,-6.8319472555,-6.8411463221,-6.3127003325,-6.6096908801,-6.4770673688,-6.4026392287,-6.8448692961
ZINC45353129,0,-5.7278717546,-6.358430214,-6.1786105979,10000,-5.8541693009,10000,10000,10000,10000,-2.7587899474,10000
ZINC39540473,0,-5.7269429575,-5.7251131632,-5.4536993026,-6.2303511428,-5.8292010391,-5.9876851461,-5.6671758865,-6.0595212278,-5.829498965,-5.9642305252,-5.5760027965
ZINC31877569,0,-5.7258810372,-5.5870879852,-5.8521764665,-5.5827426129,-6.9409004868,-6.6725132097,-4.5789076965,-6.6506103642,-6.1051489081,-6.9898358943,-4.6657119432
ZINC36834399,0,-5.7245534937,-5.6612982377,-5.7865568089,-6.3046013596,-6.6253274267,-6.2519533619,-4.4294361057,-6.359693718,-4.6874819017,-6.5947602197,-5.681943437
ZINC12698219,0,-5.7230156072,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
ZINC28818183,0,-5.7225579254,-5.9742989708,-5.9502142331,-5.6922657247,-6.5744048169,-5.952252416,-6.1855293239,-5.5302174047,-6.2837897757,-5.9465532783,-4.1088601362
ZINC39524421,0,-5.7198498365,-6.2528186766,-5.9872908677,-6.5252762183,-6.1566296783,-6.7373776604,-6.1194234321,-5.7904799943,-6.128530147,-6.5283980551,-6.497834941
ZINC39525223,0,-5.7186649793,-5.7564628345,-6.1367769348,-5.9018645508,-6.1856185986,-6.7665781477,-6.098848995,-6.0149388809,-6.1424836679,-5.8642637504,-6.0623982221
ZINC40553334,0,-5.7180466038,-6.0461334609,-7.184702631,-5.4512198962,-6.794162621,-4.7567237194,-6.0913607831,-7.2497784216,-6.3370345227,-6.0010415385,-4.7199266246
ZINC32815720,0,-5.7177133114,-6.3571047159,-6.1841339339,-4.906746769,-5.5755838178,-4.870016864,-6.0360929115,-6.5094560477,-6.5493817543,-5.6638136173,-2.8417149566
ZINC50006464,0,-5.7177005019,-6.0991907704,-5.8805394706,-6.480087085,-6.3750077597,-6.6584412036,-6.0773242577,-6.1070376379,-5.9662841366,-6.5276217382,-6.4661031643
ZINC29488627,0,-5.7163906062,-4.8493951438,-4.9029436781,-5.0546124721,-7.0338873205,-7.5498802776,-6.0870812477,-6.6009154378,-7.1660609767,-6.3053789128,-6.5127263122
ZINC21337457,0,-5.7163732472,-8.2539095666,10000,10000,10000,10000,-6.4524931201,10000,-6.9720444063,-7.1987119579,10000
ZINC06528172,0,-5.7163444263,-5.2162528174,-6.8852399921,-5.6531109916,-8.1079301708,-7.7366049319,10000,-6.7894679614,-6.8874741192,10000,10000
ZINC58294330,0,-5.7153573217,-6.1954223775,-6.919203422,10000,-4.8513312637,10000,-5.6376239097,10000,-6.4711840791,-5.7379185955,10000
ZINC31652674,0,-5.713954231,-7.7016149775,10000,10000,-5.9237742112,10000,10000,10000,10000,10000,10000
ZINC01141214,0,-5.7100127719,-6.3899489034,-7.4851426238,10000,-6.4446679704,10000,10000,-6.7827341305,-6.6666846253,-6.4804905983,10000
ZINC49937121,0,-5.7090336487,-7.0567527992,10000,10000,10000,10000,10000,10000,10000,10000,10000
ZINC41025357,0,-5.7087625482,-6.9070665672,-7.1553783652,-5.7259829742,-6.9488940469,-7.1785474774,-5.9466072301,-6.6903768695,-6.5060698474,-5.5834224072,-4.7352475437
ZINC41056938,0,-5.7057856849,-6.7767141339,-6.7231584765,-6.9679746226,-7.7064247273,-8.2511799673,-6.2247832073,-7.8277993822,-7.6835667039,-7.0222012818,-7.6055994564
ZINC64064435,0,-5.7049930394,-6.3126544967,10000,10000,10000,10000,10000,10000,10000,10000,10000
ZINC39512327,0,-5.7036206383,-5.7592273238,-5.8331691344,-6.1401176367,-5.9760351428,-6.5274104953,-6.0315692377,-5.9403396175,-6.1961238219,-5.8481821228,-6.2454987307
ZINC40968570,0,-5.700505143,-7.4271046048,10000,10000,-5.6623794976,10000,10000,10000,10000,-6.5094890244,10000
ZINC20690211,0,-5.7002869684,-8.2262520514,-7.6421518038,-7.0704546445,-7.7229297618,-8.4584893635,-7.8954459437,-6.8598339793,-7.45992261,-7.3091398188,10000
ZINC39243200,0,-5.6997116151,-5.7502080297,-6.9237051161,-6.5248202307,-7.1845512818,-8.0942237398,-6.1421491108,-6.4714606926,-7.2796363323,-7.2825741136,-6.4779298857
ZINC32488974,0,-5.6995427257,-6.6851290878,-5.9716612096,-6.282611591,-6.8677095639,-6.8874335971,-5.5253895995,-7.2621490915,-6.4485470556,-6.3830900739,-6.1455490736
ZINC26088554,0,-5.6991811935,-5.8019043842,-6.0538657267,-6.0062461655,-7.4194973249,-7.7055326957,-4.8838614013,-7.466623647,-5.8076547034,-6.2576662165,-5.521952431
ZINC27971443,0,-5.6982304488,-5.7125046084,-6.4974720041,-5.7366996639,-6.2941168313,-6.4532678089,-6.2080590511,-6.0461904962,-6.3866979696,-5.2820930067,-6.4042229073
ZINC31871757,0,-5.6962606384,-6.290543836,-4.9591105764,-5.0665506294,-6.0672209032,-7.4607997783,-5.5818163837,-6.4231662865,-7.1783851179,-6.2197077959,-5.0311431767
ZINC11666317,0,-5.6954599709,-5.3571896883,-5.4832426787,-5.8352866523,-6.0454395762,-7.1676622173,-5.023644644,-6.875484395,-5.8244449721,-5.6237375847,-5.5813739665
ZINC23443541,0,-5.6944265264,-4.6090294308,-4.8189940674,-5.1780351584,-5.7512317496,-6.4674131656,-4.9732504736,-5.004616744,-4.9881849651,-5.4891143881,-4.4937901176
ZINC39512903,0,-5.6935935536,-5.2111041179,-5.0564148359,-6.0839729615,-5.3887322164,-5.6622384757,-5.5698070064,-5.3016600738,-5.8418816753,-5.6136650533,-5.7408779843
ZINC01935308,0,-5.6923863236,-5.6992658242,-5.8010486946,-5.5049543493,-5.8976165059,-8.0201936703,-5.7602607632,-7.242186765,-6.3690344769,-5.4343494125,-4.3404533188
ZINC66815363,0,-5.6913066926,-8.2117755996,-7.1291473618,10000,-8.1620485493,-7.9119713929,-6.0805598656,-6.7829205968,-7.9629759282,-6.2716699352,10000
ZINC64567653,0,-5.6885847365,-6.2972742036,-7.3486588655,-7.3297056804,-7.6808680671,10000,-6.0762996475,-6.198136838,10000,-6.8759676976,10000
ZINC02772301,0,-5.6883075366,-5.7275109125,-6.361160124,-6.7142408508,-6.2598474862,-7.1693864737,-6.2196984241,-6.7170913627,-6.3935610077,-6.5879816652,-6.3633989199
ZINC20695439,0,-5.6876074373,-8.3376561323,-6.9622813979,10000,-6.0367464139,-5.4863809558,10000,10000,-7.2827214046,-7.5146336286,10000
ZINC66847870,0,-5.6870293373,-7.800223087,-6.8838403748,10000,-8.0189751395,10000,10000,-7.3728503115,-7.682622894,-6.4201857003,10000
ZINC62814865,0,-5.6862832938,-5.6258653536,-5.5345359878,-6.3829764429,-5.7606116911,-6.0698642449,-6.237507434,-5.8204625134,-5.772998193,-6.0024662152,-6.4479786102
ZINC00483533,0,-5.6852816346,-5.3146938141,-7.1521397175,-6.0989978026,-7.7085045811,-7.9496237672,-5.9091830733,-7.6987098226,-6.4654146114,-6.0782567018,-5.9932838405
ZINC17003818,0,-5.6849529528,-5.4684270122,-5.9327009845,-6.2586477631,-6.1870803244,-6.2583838135,-5.9668086346,-5.6772897188,-5.6909606238,-6.1022202938,-5.944056059
ZINC20133162,0,-5.6846339755,-5.737321024,-5.4974185654,-5.9735881844,-6.2092842649,-6.3345349518,-5.0293239283,10000,-6.4968029388,-6.4881744605,-4.7805380346
ZINC05693978,0,-5.684245874,-5.1786772298,-4.8613818244,10000,-5.2693036486,10000,-5.6319157437,10000,-7.3631552978,-5.7136376882,10000
ZINC00900546,0,-5.6842425937,-6.50829116,-6.3048735866,-5.8730068413,-6.1501625676,-6.5510024515,-5.752776037,-7.1071772416,-6.6669336283,-5.4554096936,-5.6577575215
ZINC50930857,0,-5.6838725193,-6.1487567709,-6.2501179468,-5.9043449555,-6.1506850432,-7.3482021417,-6.6723066061,-6.5681200694,-6.2436342122,-6.458034874,-6.4443594117
ZINC59403037,0,-5.683129274,-6.7510232373,-4.9309716442,-2.6644124626,-4.5973567954,-5.2060049518,-5.5717337341,-5.9160897309,-5.3575498833,-6.1670902579,-3.6693469002
ZINC58946137,0,-5.6813125617,-6.6282658632,10000,10000,10000,10000,10000,10000,-4.7164196638,-5.162379486,10000
ZINC38508339,0,-5.6813000501,-5.8716337339,-5.7410920751,-6.0990142106,-7.084918233,-7.4226825068,-5.2407464365,-7.6129481412,-6.0080616136,-5.3908464645,-6.0240739112
ZINC37372988,0,-5.6807768414,-5.8995414975,-6.5984447988,-6.2833858139,-6.5334540607,-7.565740834,-5.5055018193,-7.5887039862,-8.0200628326,-5.6790187185,-6.0854062495
ZINC25158730,0,-5.6790043577,-6.6030179501,-6.7163187884,-6.31423774,-6.2960065002,-6.1752837786,-6.4669781484,-6.4238695769,-8.4430515963,-6.5172916652,-5.8042392684
ZINC36749903,0,-5.6782177621,-6.1090909847,-6.2942872836,-6.404767515,-5.8587287079,-6.285560218,-5.7298273908,-6.4515609672,-6.3011051933,-6.0752379592,-5.7507987434
ZINC32420596,0,-5.6778363354,-5.3786551543,-6.5407987031,-5.8965691448,-6.6491826335,-6.3697460903,-5.1807204796,-6.1147112046,-6.3562360332,-4.7656601719,-5.483493191
ZINC11915935,0,-5.6772074444,-4.664181106,10000,10000,10000,10000,10000,10000,10000,10000,10000
ZINC36318434,0,-5.6769748741,-6.177137684,-6.0267269693,-3.7058454608,10000,10000,10000,10000,-5.0818680911,-4.4101855643,10000
ZINC06472455,0,-5.6765697111,-5.8080879982,-6.3252171619,-5.4798720182,-7.0561741281,-6.6301646644,-5.7176403544,-5.6485783143,-5.8810239231,-6.0569051716,-5.8982841426
ZINC02327430,0,-5.6764158975,-8.4715996438,-7.9744409632,10000,10000,10000,10000,10000,-7.6956323834,10000,10000
ZINC38488938,0,-5.6756321188,-6.129672775,-5.394698808,-5.0704932895,-5.2368308383,-6.639425033,-6.2397986322,-5.861735057,-6.1691936714,-7.084693089,-4.4940530263
ZINC46691642,0,-5.675629967,-6.4057065771,-5.6082242062,-5.8434130551,-6.3332864207,-6.5211995387,-4.540729605,-6.5427119363,-4.8732603752,-6.2476085766,-5.6670272204
ZINC14986105,0,-5.674882804,-5.6364957357,-5.9425278643,-6.3941094866,-6.0201567796,-6.5366436113,-5.941239681,-6.5741259265,-6.1492082112,-6.510770779,-6.3398221781
ZINC10423200,0,-5.6736384154,-7.1987751237,-8.5693138909,10000,-7.6403785622,-7.3441658999,-5.7590576615,-6.098425847,-7.6689172226,-5.8125803852,10000
ZINC39511123,0,-5.6701713546,-5.664289908,-6.0237119357,-6.0795053297,-5.9653660445,-6.4799750284,-5.7619294095,-5.665166734,-5.9873022594,-5.8684000193,-6.1953061349
ZINC65879705,0,-5.6697380899,-5.7974082691,-6.6512220899,-7.0843256835,-7.4912078234,-7.7975244261,-7.5406749789,-6.9979629587,-5.9069148025,-6.8628466398,-7.2285520275
ZINC48375548,0,-5.6693726847,-6.0579806076,-6.7425453161,-6.6734981208,-7.8464584819,-7.5881528715,-6.3280779108,-7.1769367558,-7.5168553679,-6.7910835396,-6.3726401234
ZINC20247060,0,-5.6685471504,-4.8103067713,-6.545725234,-7.0992180294,-6.1440800951,-7.2685793519,-5.7811151809,-6.1821713721,-6.8598667472,-6.6365634826,-4.9040231326
ZINC33272037,0,-5.6683908846,-8.1214431329,-7.2675345116,10000,10000,10000,10000,10000,10000,-6.634835697,10000
ZINC36502925,0,-5.6674024329,-7.0094714644,10000,10000,10000,10000,10000,10000,10000,10000,10000
ZINC01510704,0,-5.6657013203,-5.4714644418,-4.915766037,-4.5074749395,-5.1983907419,-5.9295172628,-4.8291844475,-6.5895278481,-5.8201052941,-5.7094927343,-6.3461535663
ZINC07349034,0,-5.6643363859,-7.3812380058,-6.823415899,-6.6618653897,-7.9052949548,-7.6638448173,-5.8574420944,-7.0000855974,-6.6162634778,-6.9294634233,-5.5366918177
ZINC17081376,0,-5.664060733,-5.2021970479,-5.8799447883,10000,-5.3517597983,-8.2348476719,-5.038179754,-7.4492317526,-5.6584326541,10000,10000
ZINC27817336,0,-5.6625796445,-6.6505680759,-5.2656214959,10000,10000,10000,10000,10000,-5.9198781259,-5.1756368034,10000
ZINC62822008,0,-5.6621147183,-5.6874287774,-6.0167686717,-6.0446344347,-5.7437235513,-6.4175916283,-5.6638964849,-5.8930516382,-5.7040402831,-6.0498623645,-5.6783416984
ZINC64363694,0,-5.66164453,-5.1111562231,-5.7146937178,-6.309975333,-7.2802331766,-8.6032057465,-5.5337267563,-7.481573918,-5.1233577544,-5.8897591376,-4.2379515062
ZINC12340943,0,-5.6606517507,-5.9140345306,-5.6660932275,-5.611518526,-6.0847417851,-6.9482274501,-4.5867579695,-6.1388828281,-5.9302308546,-5.3106398015,-4.6896569542
ZINC07348756,0,-5.6606102561,-5.8911401395,-5.3342237997,-6.3791693762,-5.4231152436,-3.7519243335,-4.781767124,-7.3789002485,-6.0156594478,-5.6500551334,-4.1011689114
ZINC05308245,0,-5.6604502886,-7.5113821769,10000,-6.299844593,10000,-7.6688739009,-6.7167501635,-6.3232526311,-6.8342511989,-6.8938610178,10000
ZINC03328376,0,-5.6604095192,-5.1213994088,-5.2629798753,-5.1318612837,-5.2200300706,-5.8060646104,-5.4025832831,-5.8165229976,-5.4917546099,-5.0960691524,-4.3335600588
